"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","17","2015","11"
"NVM","31 Day Wait for first treatment By Cancer","1.000","0","17","2015","12"
"RPA","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","7"
"RBS","31 Day Wait for first treatment By Cancer","1.000","0","6","2015","10"
"RBS","31 Day Wait for first treatment By Cancer","1.000","0","3","2015","9"
"RBS","31 Day Wait for first treatment By Cancer","1.000","0","6","2015","8"
"RBS","31 Day Wait for first treatment By Cancer","1.000","0","7","2015","7"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0","16","2015","12"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","172","2015","12"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","138","2015","11"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","152","2015","9"
"RXL","31 Day Wait for first treatment By Cancer","1.000","0","171","2015","8"
"RHU","31 Day Wait for first treatment By Cancer","1.000","0","300","2015","11"
"RBZ","31 Day Wait for first treatment By Cancer","1.000","0","75","2015","12"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","10","2015","12"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","8","2015","11"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","10","2015","10"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","7","2015","9"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","11","2015","8"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","11","2015","7"
"RET","31 Day Wait for first treatment By Cancer","1.000","0","8","2015","6"
"RXF","31 Day Wait for first treatment By Cancer","1.000","0","171","2015","10"
"RXF","31 Day Wait for first treatment By Cancer","1.000","0","189","2015","8"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","8","2015","6"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","10","2015","7"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","4","2015","9"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","3","2015","10"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","3","2015","11"
"NYT","31 Day Wait for first treatment By Cancer","1.000","0","4","2015","12"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","106","2015","10"
"RXC","31 Day Wait for first treatment By Cancer","1.000","0","175","2015","10"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","21","2015","12"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","18","2015","10"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","23","2015","12"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","41","2015","11"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","38","2015","10"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","29","2015","9"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","19","2015","8"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","25","2015","7"
"REP","31 Day Wait for first treatment By Cancer","1.000","0","36","2015","6"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","106","2015","7"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","16","2015","8"
"RP6","31 Day Wait for first treatment By Cancer","1.000","0","4","2015","6"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0","118","2015","6"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0","103","2015","7"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","108","2015","12"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","35","2015","12"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","51","2015","11"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","62","2015","9"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","47","2015","8"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","52","2015","7"
"RBQ","31 Day Wait for first treatment By Cancer","1.000","0","68","2015","6"
"RWY","31 Day Wait for first treatment By Cancer","1.000","0","69","2015","12"
"RWY","31 Day Wait for first treatment By Cancer","1.000","0","130","2015","11"
"RWY","31 Day Wait for first treatment By Cancer","1.000","0","132","2015","10"
"RWY","31 Day Wait for first treatment By Cancer","1.000","0","127","2015","9"
"RWY","31 Day Wait for first treatment By Cancer","1.000","0","90","2015","8"
"RWY","31 Day Wait for first treatment By Cancer","1.000","0","145","2015","7"
"R1C","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","7"
"R1C","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","8"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","61","2015","6"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","73","2015","8"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","78","2015","10"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","62","2015","11"
"R1F","31 Day Wait for first treatment By Cancer","1.000","0","61","2015","12"
"RQM","31 Day Wait for first treatment By Cancer","1.000","0","32","2015","6"
"RQM","31 Day Wait for first treatment By Cancer","1.000","0","18","2015","7"
"RQM","31 Day Wait for first treatment By Cancer","1.000","0","55","2015","10"
"RQM","31 Day Wait for first treatment By Cancer","1.000","0","80","2015","11"
"RQM","31 Day Wait for first treatment By Cancer","1.000","0","80","2015","12"
"RC1","31 Day Wait for first treatment By Cancer","1.000","0","113","2015","6"
"RC1","31 Day Wait for first treatment By Cancer","1.000","0","97","2015","8"
"RC1","31 Day Wait for first treatment By Cancer","1.000","0","101","2015","10"
"RC1","31 Day Wait for first treatment By Cancer","1.000","0","88","2015","12"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","23","2015","12"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","26","2015","11"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","32","2015","10"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","37","2015","9"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","24","2015","8"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","29","2015","7"
"RWW","31 Day Wait for first treatment By Cancer","1.000","0","30","2015","6"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","69","2015","6"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","67","2015","9"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","53","2015","11"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0","55","2015","12"
"RQQ","31 Day Wait for first treatment By Cancer","1.000","0","45","2015","6"
"RQQ","31 Day Wait for first treatment By Cancer","1.000","0","57","2015","7"
"RQQ","31 Day Wait for first treatment By Cancer","1.000","0","59","2015","8"
"RQQ","31 Day Wait for first treatment By Cancer","1.000","0","63","2015","9"
"RWP","31 Day Wait for first treatment By Cancer","1.000","0","211","2015","8"
"RJ7","31 Day Wait for first treatment By Cancer","1.000","0","121","2015","11"
"RYR","31 Day Wait for first treatment By Cancer","1.000","0","256","2015","9"
"RQQ","31 Day Wait for first treatment By Cancer","1.000","0","55","2015","11"
"RQQ","31 Day Wait for first treatment By Cancer","1.000","0","70","2015","12"
"REM","31 Day Wait for first treatment By Cancer","1.000","0","132","2015","12"
"REM","31 Day Wait for first treatment By Cancer","1.000","0","118","2015","8"
"REM","31 Day Wait for first treatment By Cancer","1.000","0","122","2015","6"
"RWJ","31 Day Wait for first treatment By Cancer","1.000","0","74","2015","10"
"RWJ","31 Day Wait for first treatment By Cancer","1.000","0","72","2015","6"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0","68","2015","10"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0","82","2015","11"
"RQW","31 Day Wait for first treatment By Cancer","1.000","0","102","2015","7"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0","103","2015","8"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","13","2015","12"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","17","2015","11"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","16","2015","10"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","21","2015","9"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","10","2015","8"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","23","2015","7"
"R1K","31 Day Wait for first treatment By Cancer","1.000","0","148","2015","12"
"RP4","31 Day Wait for first treatment By Cancer","1.000","0","6","2015","6"
"RP1","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","10"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0","89","2015","7"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0","66","2015","12"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","150","2015","7"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","135","2015","8"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","141","2015","9"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","142","2015","10"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","140","2015","11"
"RQW","31 Day Wait for first treatment By Cancer","1.000","0","101","2015","9"
"RQW","31 Day Wait for first treatment By Cancer","1.000","0","112","2015","10"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","27","2015","12"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","29","2015","11"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","27","2015","10"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","22","2015","9"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","25","2015","8"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","27","2015","7"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0","25","2015","6"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0","131","2015","12"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","81","2015","7"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","45","2015","8"
"RA3","31 Day Wait for first treatment By Cancer","1.000","0","51","2015","6"
"RA3","31 Day Wait for first treatment By Cancer","1.000","0","46","2015","7"
"RA3","31 Day Wait for first treatment By Cancer","1.000","0","29","2015","8"
"RA3","31 Day Wait for first treatment By Cancer","1.000","0","59","2015","11"
"RA3","31 Day Wait for first treatment By Cancer","1.000","0","45","2015","12"
"RNZ","31 Day Wait for first treatment By Cancer","1.000","0","84","2015","10"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","28","2015","6"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","34","2015","7"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","34","2015","8"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","67","2015","9"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","75","2015","10"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","43","2015","11"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0","41","2015","12"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","37","2015","9"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","34","2015","10"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","28","2015","11"
"RQX","31 Day Wait for first treatment By Cancer","1.000","0","30","2015","12"
"RNZ","31 Day Wait for first treatment By Cancer","1.000","0","105","2015","7"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","109","2015","6"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","115","2015","7"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","87","2015","8"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","115","2015","9"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","103","2015","7"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","119","2015","10"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","87","2015","11"
"RC9","31 Day Wait for first treatment By Cancer","1.000","0","93","2015","12"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","79","2015","11"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0","96","2015","12"
"RJZ","31 Day Wait for first treatment By Cancer","1.000","0","211","2015","10"
"RA4","31 Day Wait for first treatment By Cancer","1.000","0","92","2015","6"
"RA4","31 Day Wait for first treatment By Cancer","1.000","0","73","2015","11"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0","117","2015","9"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0","125","2015","8"
"RK5","31 Day Wait for first treatment By Cancer","1.000","0","114","2015","10"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0","110","2015","7"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","228","2015","11"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0","111","2015","7"
"RW6","31 Day Wait for first treatment By Cancer","1.000","0","168","2015","11"
"RW6","31 Day Wait for first treatment By Cancer","1.000","0","156","2015","9"
"RW6","31 Day Wait for first treatment By Cancer","1.000","0","140","2015","8"
"RW6","31 Day Wait for first treatment By Cancer","1.000","0","160","2015","7"
"RW6","31 Day Wait for first treatment By Cancer","1.000","0","147","2015","6"
"RW3","31 Day Wait for first treatment By Cancer","1.000","0","107","2015","8"
"RQ3","31 Day Wait for first treatment By Cancer","1.000","0","17","2015","6"
"RQ3","31 Day Wait for first treatment By Cancer","1.000","0","14","2015","7"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","6","2015","11"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","65","2015","11"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","72","2015","7"
"RVY","31 Day Wait for first treatment By Cancer","1.000","0","76","2015","6"
"RA9","31 Day Wait for first treatment By Cancer","1.000","0","169","2015","7"
"RKB","31 Day Wait for first treatment By Cancer","1.000","0","191","2015","10"
"RKB","31 Day Wait for first treatment By Cancer","1.000","0","193","2015","12"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","9","2015","10"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","8","2015","9"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","6","2015","7"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0","32","2015","6"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0","34","2015","7"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0","22","2015","8"
"RY2","31 Day Wait for first treatment By Cancer","1.000","0","8","2015","6"
"RVW","31 Day Wait for first treatment By Cancer","1.000","0","103","2015","11"
"RVW","31 Day Wait for first treatment By Cancer","1.000","0","100","2015","10"
"RVW","31 Day Wait for first treatment By Cancer","1.000","0","108","2015","8"
"RVW","31 Day Wait for first treatment By Cancer","1.000","0","126","2015","7"
"RVW","31 Day Wait for first treatment By Cancer","1.000","0","114","2015","6"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0","23","2015","9"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0","30","2015","10"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0","38","2015","12"
"RNS","31 Day Wait for first treatment By Cancer","1.000","0","139","2015","12"
"RR2","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","9"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","140","2015","7"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","117","2015","6"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","117","2015","7"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","112","2015","8"
"RAE","31 Day Wait for first treatment By Cancer","1.000","0","145","2015","6"
"RAE","31 Day Wait for first treatment By Cancer","1.000","0","128","2015","11"
"RAE","31 Day Wait for first treatment By Cancer","1.000","0","110","2015","12"
"RR7","31 Day Wait for first treatment By Cancer","1.000","0","121","2015","8"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","136","2015","9"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","110","2015","10"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","116","2015","11"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0","119","2015","12"
"RDD","31 Day Wait for first treatment By Cancer","1.000","0","121","2015","7"
"RDD","31 Day Wait for first treatment By Cancer","1.000","0","134","2015","6"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","3","2015","6"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","8"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","2","2015","10"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0","2","2015","11"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0","5","2015","12"
"RNQ","31 Day Wait for first treatment By Cancer","1.000","0","117","2015","11"
"RNQ","31 Day Wait for first treatment By Cancer","1.000","0","100","2015","8"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","72","2015","12"
"RVR","31 Day Wait for first treatment By Cancer","1.000","0","63","2015","6"
"RFW","31 Day Wait for first treatment By Cancer","1.000","0","56","2015","6"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0","58","2015","8"
"RLN","31 Day Wait for first treatment By Cancer","1.000","0","159","2015","10"
"RD7","31 Day Wait for first treatment By Cancer","1.000","0","117","2015","10"
"RD7","31 Day Wait for first treatment By Cancer","1.000","0","141","2015","9"
"RD7","31 Day Wait for first treatment By Cancer","1.000","0","99","2015","8"
"RD7","31 Day Wait for first treatment By Cancer","1.000","0","128","2015","6"
"RNQ","31 Day Wait for first treatment By Cancer","1.000","0","110","2015","7"
"RNQ","31 Day Wait for first treatment By Cancer","1.000","0","131","2015","6"
"RTX","31 Day Wait for first treatment By Cancer","1.000","0","157","2015","12"
"RTX","31 Day Wait for first treatment By Cancer","1.000","0","169","2015","11"
"RTX","31 Day Wait for first treatment By Cancer","1.000","0","153","2015","10"
"RLQ","31 Day Wait for first treatment By Cancer","1.000","0","79","2015","11"
"RCB","31 Day Wait for first treatment By Cancer","1.000","0","229","2015","9"
"5NM","31 Day Wait for first treatment By Cancer","1.000","0","3","2015","6"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","65","2015","6"
"RAL","31 Day Wait for first treatment By Cancer","1.000","0","206","2015","6"
"RPC","31 Day Wait for first treatment By Cancer","1.000","0","50","2015","7"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0","181","2015","9"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0","149","2015","7"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","62","2015","7"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","43","2015","8"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","49","2015","10"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0","63","2015","11"
"RBT","31 Day Wait for first treatment By Cancer","1.000","0","103","2015","12"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","85","2015","12"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","83","2015","10"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","92","2015","9"
"RBK","31 Day Wait for first treatment By Cancer","1.000","0","88","2015","7"
"RLU","31 Day Wait for first treatment By Cancer","1.000","0","5","2015","6"
"RLU","31 Day Wait for first treatment By Cancer","1.000","0","5","2015","7"
"RLU","31 Day Wait for first treatment By Cancer","1.000","0","5","2015","8"
"RLU","31 Day Wait for first treatment By Cancer","1.000","0","2","2015","10"
"RLU","31 Day Wait for first treatment By Cancer","1.000","0","4","2015","11"
"RLU","31 Day Wait for first treatment By Cancer","1.000","0","4","2015","12"
"RBT","31 Day Wait for first treatment By Cancer","1.000","0","100","2015","11"
"RAN","31 Day Wait for first treatment By Cancer","1.000","0","16","2015","6"
"RAN","31 Day Wait for first treatment By Cancer","1.000","0","8","2015","7"
"RAN","31 Day Wait for first treatment By Cancer","1.000","0","17","2015","10"
"RFW","31 Day Wait for first treatment By Cancer","1.000","0","37","2015","8"
"RTK","31 Day Wait for first treatment By Cancer","1.000","0","102","2015","7"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0","182","2015","12"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0","170","2015","10"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0","165","2015","8"
"RM2","31 Day Wait for first treatment By Cancer","1.000","0","207","2015","12"
"RAP","31 Day Wait for first treatment By Cancer","1.000","0","66","2015","7"
"RAP","31 Day Wait for first treatment By Cancer","1.000","0","88","2015","9"
"RAP","31 Day Wait for first treatment By Cancer","1.000","0","78","2015","10"
"RAP","31 Day Wait for first treatment By Cancer","1.000","0","74","2015","11"
"RAP","31 Day Wait for first treatment By Cancer","1.000","0","83","2015","12"
"RYR","31 Day Wait for first treatment By Cancer","1.000","0","249","2015","12"
"RRF","31 Day Wait for first treatment By Cancer","1.000","0","95","2015","7"
"RRF","31 Day Wait for first treatment By Cancer","1.000","0","118","2015","9"
"RBT","31 Day Wait for first treatment By Cancer","1.000","0","83","2015","8"
"RFW","31 Day Wait for first treatment By Cancer","1.000","0","1","2015","10"
"RQ3","31 Day Wait for first treatment By Cancer","1.000","0","10","2015","8"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0","111","2015","10"
"RQ3","31 Day Wait for first treatment By Cancer","1.000","0","14","2015","9"
"RTF","31 Day Wait for first treatment By Cancer","1.000","0","138","2015","7"
"RTF","31 Day Wait for first treatment By Cancer","1.000","0","115","2015","6"
"RAS","31 Day Wait for first treatment By Cancer","1.000","0","69","2015","7"
"RAS","31 Day Wait for first treatment By Cancer","1.000","0","50","2015","10"
"RAS","31 Day Wait for first treatment By Cancer","1.000","0","86","2015","11"
"RAS","31 Day Wait for first treatment By Cancer","1.000","0","67","2015","12"
"RQ3","31 Day Wait for first treatment By Cancer","1.000","0","15","2015","10"
"RMC","31 Day Wait for first treatment By Cancer","1.000","0","110","2015","6"
"RMC","31 Day Wait for first treatment By Cancer","1.000","0","106","2015","7"
"RMC","31 Day Wait for first treatment By Cancer","1.000","0","93","2015","8"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","12","2015","6"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","15","2015","7"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","13","2015","9"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","11","2015","10"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","12","2015","11"
"RRJ","31 Day Wait for first treatment By Cancer","1.000","0","11","2015","12"
"RNA","31 Day Wait for first treatment By Cancer","1.000","0","145","2015","12"
"RNA","31 Day Wait for first treatment By Cancer","1.000","0","149","2015","11"
"RHQ","31 Day Wait for first treatment By Cancer","0.904","45","469","2016","4"
"RWE","31 Day Wait for first treatment By Cancer","0.915","35","413","2016","8"
"RWE","31 Day Wait for first treatment By Cancer","0.904","34","353","2016","7"
"RHQ","31 Day Wait for first treatment By Cancer","0.937","29","460","2016","2"
"RWE","31 Day Wait for first treatment By Cancer","0.914","28","325","2016","1"
"RWE","31 Day Wait for first treatment By Cancer","0.924","27","356","2016","12"
"RQ8","31 Day Wait for first treatment By Cancer","0.881","25","210","2016","8"
"RTH","31 Day Wait for first treatment By Cancer","0.924","25","328","2016","7"
"RWE","31 Day Wait for first treatment By Cancer","0.924","25","328","2016","2"
"RHQ","31 Day Wait for first treatment By Cancer","0.945","24","433","2016","1"
"RTH","31 Day Wait for first treatment By Cancer","0.924","23","301","2016","10"
"RRV","31 Day Wait for first treatment By Cancer","0.898","23","226","2016","5"
"RWE","31 Day Wait for first treatment By Cancer","0.938","23","368","2016","9"
"RJE","31 Day Wait for first treatment By Cancer","0.937","23","365","2016","11"
"RVV","31 Day Wait for first treatment By Cancer","0.934","23","348","2016","9"
"RWH","31 Day Wait for first treatment By Cancer","0.897","22","214","2016","10"
"RTH","31 Day Wait for first treatment By Cancer","0.933","22","327","2016","11"
"RWH","31 Day Wait for first treatment By Cancer","0.904","22","229","2016","9"
"RHM","31 Day Wait for first treatment By Cancer","0.940","21","349","2016","11"
"RWH","31 Day Wait for first treatment By Cancer","0.912","21","239","2016","11"
"RWE","31 Day Wait for first treatment By Cancer","0.941","21","357","2016","3"
"RQ8","31 Day Wait for first treatment By Cancer","0.896","21","202","2016","7"
"RK9","31 Day Wait for first treatment By Cancer","0.935","21","322","2016","10"
"RTH","31 Day Wait for first treatment By Cancer","0.946","20","370","2016","8"
"RJ1","31 Day Wait for first treatment By Cancer","0.932","20","292","2016","2"
"RTH","31 Day Wait for first treatment By Cancer","0.940","20","335","2016","9"
"RHM","31 Day Wait for first treatment By Cancer","0.943","20","353","2016","10"
"RTE","31 Day Wait for first treatment By Cancer","0.938","20","322","2016","11"
"RJ1","31 Day Wait for first treatment By Cancer","0.940","19","319","2016","11"
"RWE","31 Day Wait for first treatment By Cancer","0.942","19","329","2016","11"
"RJE","31 Day Wait for first treatment By Cancer","0.936","19","296","2016","4"
"RX1","31 Day Wait for first treatment By Cancer","0.941","19","320","2016","1"
"RWH","31 Day Wait for first treatment By Cancer","0.912","19","216","2016","12"
"RQ8","31 Day Wait for first treatment By Cancer","0.916","19","226","2016","6"
"RVJ","31 Day Wait for first treatment By Cancer","0.930","19","271","2016","2"
"RWE","31 Day Wait for first treatment By Cancer","0.952","19","397","2016","5"
"RVV","31 Day Wait for first treatment By Cancer","0.936","18","283","2016","8"
"RJ1","31 Day Wait for first treatment By Cancer","0.927","18","245","2016","1"
"RX1","31 Day Wait for first treatment By Cancer","0.950","18","361","2016","6"
"RK9","31 Day Wait for first treatment By Cancer","0.940","18","302","2016","9"
"RJE","31 Day Wait for first treatment By Cancer","0.939","18","295","2016","9"
"RA7","31 Day Wait for first treatment By Cancer","0.913","18","207","2016","4"
"RJE","31 Day Wait for first treatment By Cancer","0.938","18","292","2016","1"
"RXN","31 Day Wait for first treatment By Cancer","0.944","17","304","2016","6"
"RVV","31 Day Wait for first treatment By Cancer","0.946","17","312","2016","6"
"RVV","31 Day Wait for first treatment By Cancer","0.949","17","335","2016","11"
"RVV","31 Day Wait for first treatment By Cancer","0.943","17","299","2016","7"
"RR8","31 Day Wait for first treatment By Cancer","0.965","17","490","2016","9"
"RPA","31 Day Wait for first treatment By Cancer","0.893","17","159","2016","3"
"RK9","31 Day Wait for first treatment By Cancer","0.941","17","287","2016","7"
"RR8","31 Day Wait for first treatment By Cancer","0.969","17","554","2016","11"
"RTG","31 Day Wait for first treatment By Cancer","0.942","17","293","2016","7"
"RJ1","31 Day Wait for first treatment By Cancer","0.942","17","295","2016","6"
"RK9","31 Day Wait for first treatment By Cancer","0.947","17","319","2016","11"
"RVJ","31 Day Wait for first treatment By Cancer","0.931","17","246","2016","1"
"RWE","31 Day Wait for first treatment By Cancer","0.951","17","347","2016","4"
"RTH","31 Day Wait for first treatment By Cancer","0.947","17","321","2016","5"
"RJ1","31 Day Wait for first treatment By Cancer","0.943","17","296","2016","10"
"RWE","31 Day Wait for first treatment By Cancer","0.948","16","308","2016","10"
"RX1","31 Day Wait for first treatment By Cancer","0.953","16","339","2016","7"
"RWH","31 Day Wait for first treatment By Cancer","0.928","16","222","2016","1"
"RA2","31 Day Wait for first treatment By Cancer","0.921","16","203","2016","4"
"RWE","31 Day Wait for first treatment By Cancer","0.956","16","362","2016","6"
"RJ1","31 Day Wait for first treatment By Cancer","0.944","16","285","2016","4"
"RHM","31 Day Wait for first treatment By Cancer","0.949","16","312","2016","1"
"RXN","31 Day Wait for first treatment By Cancer","0.947","16","304","2016","11"
"RA2","31 Day Wait for first treatment By Cancer","0.927","16","220","2016","3"
"RA2","31 Day Wait for first treatment By Cancer","0.926","16","217","2016","5"
"RRV","31 Day Wait for first treatment By Cancer","0.942","16","274","2016","10"
"RXN","31 Day Wait for first treatment By Cancer","0.943","15","265","2016","5"
"RX1","31 Day Wait for first treatment By Cancer","0.962","15","399","2016","11"
"RX1","31 Day Wait for first treatment By Cancer","0.960","15","378","2016","9"
"RWP","31 Day Wait for first treatment By Cancer","0.946","15","278","2016","11"
"RVJ","31 Day Wait for first treatment By Cancer","0.951","15","308","2016","3"
"RTG","31 Day Wait for first treatment By Cancer","0.944","15","267","2016","6"
"RR8","31 Day Wait for first treatment By Cancer","0.968","15","466","2016","10"
"RHQ","31 Day Wait for first treatment By Cancer","0.967","15","449","2016","3"
